publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	notes	DOI	ISSNs	eISSNs	ISBNs	eISBNs	access_start_date	access_end_date	access_status	field34
Critical Inquiry in Language Studies	1542-7587	1542-7595	2004-03-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=hcil20		hcil20		fulltext			serial											1542-7587	1542-7595					Current	
Critical Interventions	1930-1944	2326-411X	2007-01-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rcin20		rcin20		fulltext			serial											1930-1944	2326-411X					Current	
Critical Military Studies	2333-7486	2333-7494	2015-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rcms20		rcms20		fulltext			serial									New for 2015		2333-7486	2333-7494					Current	
Critical Policy Studies	1946-0171	1946-018X	2009-01-01	3	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rcps20		rcps20		fulltext			serial									Previously: Critical Policy Analysis (2007-2008)		1946-0171	1946-018X					Current	
Critical Public Health	0958-1596	1469-3682	1990-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ccph20		ccph20		fulltext			serial											0958-1596	1469-3682					Current	
Critical Review	0891-3811	1933-8007	1997-01-01	11	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rcri20		rcri20		fulltext			serial											0891-3811	1933-8007					Current	
Critical Review of International Social and Political Philosophy	1369-8230	1743-8772	1998-03-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=fcri20		fcri20		fulltext			serial											1369-8230	1743-8772					Current	
Critical Reviews in Analytical Chemistry	1040-8347	1547-6510	1997-01-01	27	1				https://www.tandfonline.com/openurl?genre=journal&stitle=batc20		batc20		fulltext			serial											1040-8347	1547-6510					Current	
Critical Reviews in Biotechnology	0738-8551	1549-7801	1997-01-01	17	1				https://www.tandfonline.com/openurl?genre=journal&stitle=ibty20		ibty20		fulltext			serial											0738-8551	1549-7801			2015-08-01		Current	
Critical Reviews in Diagnostic Imaging	1040-8371	1879-2855	1998-01-01	39	1	2001-12-31	42	6	http://www.tandfonline.com/openurl?genre=journal&stitle=ictg20		ictg20		fulltext			serial									continues: Critical Reviews in Computed Tomography (2002-2006)		1040-8371	1879-2855			2015-12-01		Current	
Critical Reviews in Environmental Control	1040-838X		1984-01-01	14	1	1984-12-31	14	4	http://www.tandfonline.com/openurl?genre=journal&stitle=best19		best19		fulltext			serial									Now: Critical Reviews in Environmental Science and Technology. Previously: C R C Critical Reviews in Environmental Control (1970-1984)		1040-838X						Current	
Critical Reviews in Environmental Science and Technology	1064-3389	1547-6537	1997-01-01	27	1				https://www.tandfonline.com/openurl?genre=journal&stitle=best20		best20		fulltext			serial									Previously: Critical Reviews in Environmental Control (1984-1992), C R C Critical Reviews in Environmental Control (1970-1984)		1064-3389	1547-6537					Current	
Critical Reviews in Food Science and Nutrition	1040-8398	1549-7852	1997-01-01	37	1				https://www.tandfonline.com/openurl?genre=journal&stitle=bfsn20		bfsn20		fulltext			serial											1040-8398	1549-7852					Current	
Critical Reviews in Plant Sciences	0735-2689	1549-7836	1997-01-01	16	1				https://www.tandfonline.com/openurl?genre=journal&stitle=bpts20		bpts20		fulltext			serial											0735-2689	1549-7836					Current	
Critical Reviews in Solid State and Materials Sciences	1040-8436	1547-6561	1997-01-01	22	1				https://www.tandfonline.com/openurl?genre=journal&stitle=bsms20		bsms20		fulltext			serial											1040-8436	1547-6561					Current	
Critical Strategies: Psychotherapy in Managed Care	1522-8924		2000-01-01	1	1	2000-12-31	1	1	http://www.tandfonline.com/openurl?genre=journal&stitle=wzpc20		wzpc20		fulltext			serial									Ceased (2000)		1522-8924						Current	
Critical Studies in Education	1750-8487	1750-8495	2007-03-01	48	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rcse20		rcse20		fulltext			serial									Previously: Melbourne Studies in Education (1957-2006)		1750-8487	1750-8495					Current	
Critical Studies in Mass Communication	0739-3180		1997-01-01	14	1	1999-12-31	16	4	https://www.tandfonline.com/openurl?genre=journal&stitle=rcsm19		rcsm19		fulltext			serial									now: Critical Studies in Media Communication		0739-3180						Current	
Critical Studies in Media Communication	1529-5036	1479-5809	2000-03-01	17	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rcsm20		rcsm20		fulltext			serial									previously: Critical Studies in Mass Communications (1984-1999)		1529-5036	1479-5809					Current	
Critical Studies on Security	2162-4887	2162-4909	2013-04-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rcss20		rcss20		fulltext			serial											2162-4887	2162-4909					Current	
Critical Studies on Terrorism	1753-9153	1753-9161	2008-03-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rter20		rter20		fulltext			serial											1753-9153	1753-9161					Current	
Critique	0301-7605	1748-8605	1997-01-01	25	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rcso20		rcso20		fulltext			serial											0301-7605	1748-8605					Current	
Critique: Critical Middle Eastern Studies	1066-9922	1473-9666	1997-01-01	6	10	2008-12-31	17	3	https://www.tandfonline.com/openurl?genre=journal&stitle=ccri19		ccri19		fulltext			serial									now: Middle East Critique		1066-9922	1473-9666					Current	
Critique: Studies in Contemporary Fiction	0011-1619	1939-9138	1997-01-01	38	2				https://www.tandfonline.com/openurl?genre=journal&stitle=vcrt20		vcrt20		fulltext			serial											0011-1619	1939-9138					Current	
Cryptologia	0161-1194	1558-1586	1977-01-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=ucry20		ucry20		fulltext			serial											0161-1194	1558-1586					Current	
Crystallography Reviews	0889-311X	1476-3508	1998-07-01	7	1				https://www.tandfonline.com/openurl?genre=journal&stitle=gcry20		gcry20		fulltext			serial											0889-311X	1476-3508					Current	
Cultural Studies	0950-2386	1466-4348	1997-01-01	11	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rcus20		rcus20		fulltext			serial											0950-2386	1466-4348					Current	
Cultural Trends	0954-8963	1469-3690	1998-01-01	8	29				https://www.tandfonline.com/openurl?genre=journal&stitle=ccut20		ccut20		fulltext			serial											0954-8963	1469-3690					Current	
Cultural Values	1362-5179	1467-8713	1997-01-01	1	1	2002-10-31	6	4	https://www.tandfonline.com/openurl?genre=journal&stitle=rcuv19		rcuv19		fulltext			serial									now: Journal for Cultural Research		1362-5179	1467-8713					Current	
Cultural and Social History	1478-0038	1478-0046	2004-01-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rfcs20		rfcs20		fulltext			serial									transfer in (20105): Bloomsbury		1478-0038	1478-0046					Current	
Culture and Organization	1475-9551	1477-2760	2002-01-01	8	1				https://www.tandfonline.com/openurl?genre=journal&stitle=gsco20		gsco20		fulltext			serial									Previously:Studies in Cultures, Organizations and Societies (1995-2001)		1475-9551	1477-2760					Current	
Culture and Religion	1475-5610	1475-5629	2000-05-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rcar20		rcar20		fulltext			serial											1475-5610	1475-5629					Current	
Culture, Health & Sexuality	1369-1058	1464-5351	1999-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=tchs20		tchs20		fulltext			serial											1369-1058	1464-5351					Current	
Culture, Sport, Society	1461-0981		1998-05-01	1	1	2003-06-30	6	02-Mar	https://www.tandfonline.com/openurl?genre=journal&stitle=fcss19		fcss19		fulltext			serial									now: Sport in Society: Cultures, Commerce, Media, Politics		1461-0981						Current	
Culture, Theory and Critique	1473-5784	1473-5776	2002-05-01	43	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rctc20		rctc20		fulltext			serial									previously: Renaissance and Modern Studies (1957-2001)		1473-5784	1473-5776					Current	
Current	0011-3131								http://www.tandfonline.com/openurl?genre=journal&stitle=vcur20		vcur20		fulltext			serial									New for 2017 - content not yet available		0011-3131				2017-12-01		Current	
Current Eye Research	0271-3683	1460-2202	1981-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=icey20		icey20		fulltext			serial											0271-3683	1460-2202			2015-08-01		Current	
Current Issues and Research in Advertising	0163-3392	2165-820X	1978-01-01	1	1	1991-12-31	13	1-2	http://www.tandfonline.com/openurl?genre=journal&stitle=ujci19		ujci19		fulltext			serial									Now: Journal of Current Issues & Research in Advertising		0163-3392	2165-820X					Current	
Current Issues in Criminal Justice	1034-5329	2206-9542	1997-03-01	8	3				https://www.tandfonline.com/openurl?genre=journal&stitle=rcic20		rcic20		fulltext			serial									transfer in (2019): University of Sydney		1034-5329	2206-9542			2019-01-01		Current	
Current Issues in Language Planning	1466-4208	1747-7506	2000-04-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rclp20		rclp20		fulltext			serial											1466-4208	1747-7506					Current	
Current Issues in Language and Society	1352-0520		1995-01-01	2	1	2000-12-31	7	3	http://www.tandfonline.com/openurl?genre=journal&stitle=cils20		cils20		fulltext			serial									Ceased (2000)		1352-0520						Current	
Current Issues in Psychoanalytic Practice	0737-7851	2375-0154	1984-01-01	1	1	1988-12-31	4	3-4	http://www.tandfonline.com/openurl?genre=journal&stitle=wzci20		wzci20		fulltext			serial									Ceased (1988)		0737-7851	2375-0154					Current	
Current Issues in Tourism	1368-3500	1747-7603	1998-01-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rcit20		rcit20		fulltext			serial											1368-3500	1747-7603					Current	
Current Medical Research and Opinion	0300-7995	1473-4877	1972-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=icmo20		icmo20		fulltext			serial											0300-7995	1473-4877			2015-08-01		Current	
Expert Opinion on Therapeutic Patents	1354-3776	1744-7674	1995-01-01	5	2				http://www.tandfonline.com/openurl?genre=journal&stitle=ietp20		ietp20		fulltext			serial									Previously: Current Opinion in Therapeutic Patents (1991-1994)		1354-3776	1744-7674			2015-08-01		Current	
Current Writing	1013-929X	2159-9130	1997-01-01	9	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rcwr20		rcwr20		fulltext			serial											1013-929X	2159-9130					Current	
Curriculum Journal	0958-5176	1469-3704	1997-01-01	8	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rcjo20		rcjo20		fulltext			Serial										10.1002/(ISSN)1469-3704	0958-5176	1469-3704					Current	
Curriculum Studies	0965-9757		1997-01-01	5	1	1998-10-31	6	3	https://www.tandfonline.com/openurl?genre=journal&stitle=rpcs19		rpcs19		fulltext			serial									now: Pedagogy, Culture & Society		0965-9757						Current	
Curriculum Studies in Health and Physical Education	2574-2981	2574-299X	2018-01-01	9	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rasp21		rasp21		fulltext			serial									previously: Asia-Pacific Journal of Health, Sport and Physical Education (ISSN: 1837-7122; 2010-2017)		2574-2981	2574-299X					Current	
Curriculum inquiry	0362-6784	1467-873X	1997-01-01	27	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rcui20		rcui20		fulltext			serial									Previously: Curriculum Theory Network (1968-1976) transfer in (2015): Wiley	10.1111/(ISSN)1467-873X	0362-6784	1467-873X			2015-01-01		Current	
Cutaneous and Ocular Toxicology	1556-9527	1556-9535	2005-01-01	24	1				http://www.tandfonline.com/openurl?genre=journal&stitle=icot20		icot20		fulltext			serial									Previously: Journal of toxicology. Cutaneous and ocular toxicology (1982-2004)		1556-9527	1556-9535			2015-08-01		Current	
CyTA - Journal of Food	1947-6337	1947-6345	2009-01-01	7	1				http://www.tandfonline.com/openurl?genre=journal&stitle=tcyt20		tcyt20		fulltext			serial									Open Access; previously: Ciencia y Tecnologia Alimentaria (ISSN: 1135-8122, 1995-2008)		1947-6337	1947-6345					Current	
Cyber Physical Systems	2333-5777	2333-5785	2015-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=tcyb20		tcyb20		fulltext			serial									New for 2015		2333-5777	2333-5785			2015-06-01		Current	
Cybernetics and Systems	0196-9722	1087-6553	1996-02-01	27	1				https://www.tandfonline.com/openurl?genre=journal&stitle=ucbs20		ucbs20		fulltext			serial									previously: Journal of Cybernetics (1971-1980)		0196-9722	1087-6553					Current	
Cytokines, Cellular & Molecular Therapy	1368-4736		2000-01-01	6	1	2002-12-31	7	4	http://www.tandfonline.com/openurl?genre=journal&stitle=iccm20		iccm20		fulltext			serial									Merged into: Cytotherapy		1368-4736				2015-12-01		Current	
Cytotherapy	1465-3249	1477-2566	1999-01-01	1	1	2012-12-31	14	10	http://www.tandfonline.com/openurl?genre=journal&stitle=icyt20		icyt20		fulltext			serial									transfer out (2013): Elsevier. Incorporates: Cytokines, Cellular & Molecular Therapy (1997-2003)		1465-3249	1477-2566			2015-08-01		Current	
DFI Journal - The Journal of the Deep Foundations Institute	1937-5247	1937-5255	2007-11-01	1	1	2018-12-31	12		http://www.tandfonline.com/openurl?genre=journal&stitle=ydfi20		ydfi20		fulltext			serial									transfer in (2016): Maney; transfer out (2019)		1937-5247	1937-5255			2015-12-01		Current	
Mitochondrial DNA	1940-1736	1940-1744	2009-01-01	20	1	2015-12-31	26	6	https://www.tandfonline.com/openurl?genre=journal&stitle=imdn20		imdn20		fulltext			serial									Now: Mitochondrial DNA Part A Previously: DNA Sequence (1990-2007)		1940-1736	1940-1744			2015-08-01		Current	
Dance Chronicle	0147-2526	1532-4257	1997-01-01	20	1				https://www.tandfonline.com/openurl?genre=journal&stitle=ldnc20		ldnc20		fulltext			serial											0147-2526	1532-4257					Current	
Dance Education in Practice	2373-4833	2373-4841	2015-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=udep20		udep20		fulltext			serial									New for 2015		2373-4833	2373-4841					Current	
Dapim: Studies on the Holocaust	2325-6249	2325-6257	2009-01-01	23	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rdap20		rdap20		fulltext			serial											2325-6249	2325-6257					Current	
De Arte	0004-3389	2471-4100	1997-01-01	32	55				https://www.tandfonline.com/openurl?genre=journal&stitle=rdat20		rdat20		fulltext			serial									Transfer in (2016): Unisa Press		0004-3389	2471-4100			2016-06-01		Current	
Deafness & Education International	1464-3154	1557-069X	1999-02-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=ydei20		ydei20		fulltext			serial									transfer in (2016): Maney		1464-3154	1557-069X			2015-12-01		Current	
Death Studies	0748-1187	1091-7683	1997-01-01	21	1				https://www.tandfonline.com/openurl?genre=journal&stitle=udst20		udst20		fulltext			serial											0748-1187	1091-7683					Current	
Journal of Contemporary Central and Eastern Europe	2573-9638	2573-9646	2015-01-01	23	1				https://www.tandfonline.com/openurl?genre=journal&stitle=cdeb20		cdeb20		fulltext			serial									previously: Debatte: Journal of Contemporary Central and Eastern Europe (ISSN: 0965-156X, 1993-2014)		2573-9638	2573-9646					Current	
Defence and Peace Economics	1024-2694	1476-8267	1997-01-01	8	1				https://www.tandfonline.com/openurl?genre=journal&stitle=gdpe20		gdpe20		fulltext			serial									previously: Defence Economics		1024-2694	1476-8267					Current	
Defence Studies	1470-2436	1743-9698	2001-03-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=fdef20		fdef20		fulltext			serial											1470-2436	1743-9698					Current	
Defense & Security Analysis	1475-1798	1475-1801	2002-03-01	18	1				https://www.tandfonline.com/openurl?genre=journal&stitle=cdan20		cdan20		fulltext			serial									previously: Defense Analysis		1475-1798	1475-1801					Current	
