publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	mongraph_edition	first_editor	parent_publication_title_id	Preceding_publication_title_id	access_type	frequency
Consumer Journal 			1973	2		1974	2		http://heinonline.org/HOL/Index?index=journals/loylscj		loylscj		fulltext			serial								P	
"Contemporary Asia Arbitration Journal"	1999-9747		2008						http://heinonline.org/HOL/Index?index=journals/caaj&collection=journals		caaj		fulltext		"National Taiwan University"	serial								P	2
"Contemporary Drug Problems"	0091-4509		1971			2013			http://heinonline.org/HOL/Index?index=journals/condp&collection=journals		condp	P1Y	fulltext		"SAGE Publications"	serial								P	4
"Contemporary Readings in Law and Social Justice"	1948-9137		2009						http://heinonline.org/HOL/Index?index=journals/conreadlsj&collection=journals		conreadlsj		fulltext		"Addleton Academic Publishers"	serial								P	2
Convergence	1817-5694		2010			2013			http://heinonline.org/HOL/Index?index=journals/convrg&collection=journals		convrg	P1Y	fulltext		"International Bar Association"	serial								P	4
Conveyancer			1915			1939			http://heinonline.org/HOL/Index?index=journals/convplr&collection=journals		convplr		fulltext			serial								P	
"Copp's Land Office Bulletin"			1889	1	1	1890	1		http://heinonline.org/HOL/Index?index=journals/coplafbu&collection=journals		coplafbu		fulltext			serial								P	
"Copp's Land Owner"			1874			1892			http://heinonline.org/HOL/Index?index=journals/coplndow&collection=journals	Copp	coplndow		fulltext			serial	1874							P	
"Copyright Law Symposium"			1938			1993			http://heinonline.org/HOL/Index?index=journals/cpyrgt&collection=journals		cpyrgt		fulltext		"Columbia University Press"	serial								P	1
"Cork Online Law Review"			2002						http://heinonline.org/HOL/Index?index=external-journals/colr&collection=journals		colr		fulltext		"University College Cork"	serial								P	1
"Cornell International Law Journal"	0010-8812		1968						http://heinonline.org/HOL/Index?index=journals/cintl&collection=journals		cintl		fulltext		"Cornell Law School"	serial								P	3
"Cornell Journal of Law and Public Policy"	1069-0565		1992						http://heinonline.org/HOL/Index?index=journals/cjlpp&collection=journals		cjlpp		fulltext		"Cornell Law School"	serial								P	3
"Cornell Law Forum: Faculty edition"	0010-8839		1974						http://heinonline.org/HOL/Index?index=journals/corlawfofe&collection=journals		corlawfofe		fulltext		"Cornell Law School"	serial								P	2
"Cornell Law Forum: Student edition"			1949			1973			http://heinonline.org/HOL/Index?index=journals/corlawfose&collection=journals		corlawfose		fulltext		"Cornell Law School"	serial								P	"2 issues per volume"
"Cornell Law Journal"			1894	1	1	1894	1		http://heinonline.org/HOL/Index?index=journals/clj&collection=journals		clj		fulltext			serial								P	
Cornell Law Review 	0010-8847		1968	53					http://heinonline.org/HOL/Index?index=journals/clqv		clqv		fulltext		Cornell Law School	serial								P	6
"Cornell Law Review Online (Online Companion to Cornell Law Review)"	0010-8847		2013						http://heinonline.org/HOL/Index?index=journals/clro&collection=journals		clro		fulltext		"Cornell Law School"	serial								P	4
"Corporate & Business Law Journal"			1988			1999			http://heinonline.org/HOL/Index?index=journals/candbul&collection=journals		candbul		fulltext		"National Library of Australia"	serial								P	2
"Corporate Business Taxation Monthly"	1528-5294		1999			2014			http://heinonline.org/HOL/Index?index=journals/corbus&collection=journals		corbus	P2Y	fulltext		"CCH Incorporated"	serial								P	12
"Corporate Governance eJournal"	1836-1110		2005						http://heinonline.org/HOL/Index?index=external-journals/cgej&collection=journals		cgej		fulltext		"Bond University Faculty of Law"	serial								P	4
"Corporate Governance Law Review"	1449-9029		2005			2007			http://heinonline.org/HOL/Index?index=journals/crpgvrn&collection=journals		crpgvrn		fulltext		"The Corporate Research Group"	serial	2005							P	2
"Corporate Practice Review"			1928			1932			http://heinonline.org/HOL/Index?index=journals/coptcerei&collection=journals		coptcerei		fulltext			serial								P	
"Corporate Reorganizations: A Monthly Magazine Devoted to the Law of Corporate Reorganizations, Railroad Reorganizations and Municipal Relief"			1934			1937			http://heinonline.org/HOL/Index?index=journals/coreorga&collection=journals		coreorga		fulltext			serial								P	
"Corporate Reorganizations, Combined with American Bankruptcy Review"			1937			1947			http://heinonline.org/HOL/Index?index=journals/creoramb&collection=journals		creoramb		fulltext			serial								P	
Correction			1931			1960			http://heinonline.org/HOL/Index?index=journals/crecton&collection=journals		crecton		fulltext			serial								P	
"Counsellor: The New York Law School Journal"			1891			1896			http://heinonline.org/HOL/Index?index=journals/cnylr&collection=journals		cnylr		fulltext			serial								P	
County and Local Government Magazine 			1891	3		1891	4		http://heinonline.org/HOL/Index?index=journals/clgoma		clgoma		fulltext			serial								P	
"County Courts Gazette"			1912			1917			http://heinonline.org/HOL/Index?index=journals/cocogaze&collection=journals		cocogaze		fulltext			serial								P	
Municipal Court Review  	0011-0647		1961	1		1968	9		http://heinonline.org/HOL/Index?index=journals/ctrev		ctrev		fulltext		American Judges Association	serial								P	4
"Courts, Health Science and the Law"			1990			1991			http://heinonline.org/HOL/Index?index=journals/cthsclw&collection=journals		cthsclw		fulltext			serial								P	
"CPA Practice Management Forum"	1556-0899		2005			2012			http://heinonline.org/HOL/Index?index=journals/cpamanf&collection=journals		cpamanf	P2Y	fulltext		CCH	serial								P	12
"Cream of the Law"			1905			1907			http://heinonline.org/HOL/Index?index=journals/crealbt&collection=journals		crealbt		fulltext			serial								P	
"Creighton International and Comparative Law Journal"			2011						http://heinonline.org/HOL/Index?index=journals/creintcl&collection=journals		creintcl		fulltext		"Creighton University School of Law"	serial								P	2
"Creighton Law Review"	0011-1155		1968						http://heinonline.org/HOL/Index?index=journals/creigh&collection=journals		creigh		fulltext		"Creighton University School of Law"	serial								P	4
"Crime and Justice: A Review of Research"	0192-3234		1979			2012			http://heinonline.org/HOL/Index?index=journals/cjrr&collection=journals		cjrr	P3Y	fulltext		"University of Chicago Law School"	serial								P	1
"Criminal Defense"			1973			1984			http://heinonline.org/HOL/Index?index=journals/ciiafen&collection=journals		ciiafen		fulltext			serial								P	
"Criminal Justice"	0887-7785		1986			2014			http://heinonline.org/HOL/Index?index=journals/cjust&collection=journals		cjust	P2Y	fulltext		"American Bar Association"	serial								P	4
"Criminal Justice"			1973			1985			http://heinonline.org/HOL/Index?index=journals/crijust&collection=journals		crijust		fulltext			serial								P	
"Criminal Justice Ethics"	0731-129X		1982			2013			http://heinonline.org/HOL/Index?index=journals/crimjeth&collection=journals		crimjeth	P5Y	fulltext		"Taylor and Francis"	serial								P	3
"Criminal Justice Quarterly"			1973			1989			http://heinonline.org/HOL/Index?index=journals/crmjusq&collection=journals		crmjusq		fulltext			serial								P	
"Criminal Justice Review"	0734-0168		1976			2004			http://heinonline.org/HOL/Index?index=journals/crmrev&collection=journals		crmrev		fulltext		"Georgia State University "	serial								P	4
"Criminal Justice Systems Review"									http://heinonline.org/HOL/Index?index=journals/crmjstcs&collection=journals		crmjstcs		fulltext			monograph								P	
"Criminal Law Brief"			2006			2013			http://heinonline.org/HOL/Index?index=journals/crimlbrf&collection=journals		crimlbrf		fulltext		"American University (Washington College of Law)"	serial								P	2
Criminal Law Magazine and Reporter 			1886	7		1896	18		http://heinonline.org/HOL/Index?index=journals/clmr		clmr		fulltext			serial								P	
"Criminal Law Practitioner"			2013						http://heinonline.org/HOL/Index?index=journals/crilp&collection=journals		crilp		fulltext		"American University Washington College of Law"	serial								P	2
"Criminal Law Quarterly"	0011-1333		1958			2013			http://heinonline.org/HOL/Index?index=journals/clwqrty&collection=journals		clwqrty	P3Y	fulltext		"Canada Law Book Inc."	serial								P	4
"Criminal Law Reporter"			1886	1	1	1886	1		http://heinonline.org/HOL/Index?index=journals/crliepocd&collection=journals		crliepocd		fulltext			serial	1886							P	
Criminologist			1927	1	1	1927	1		http://heinonline.org/HOL/Index?index=journals/cimiogst&collection=journals		cimiogst		fulltext			serial								P	
Criminology 	0011-1384		1971	8		2005	43		http://heinonline.org/HOL/Index?index=journals/crim		crim	Coverage is from volume 1 to 43. Based on the contract with the publisher no additional content will be added.	fulltext		American Society of Criminology	serial								P	4
"Criminology & Public Policy"	1538-6473		2001			2005			http://heinonline.org/HOL/Index?index=journals/crpp&collection=journals		crpp		fulltext		"American Society of Criminology"	serial								P	4
Criminology Criminal Justice Law & Society 	1096-4886		2014	15	2				http://heinonline.org/HOL/Index?index=journals/wescrim		wescrim		fulltext		CA State University - San Bernardino	serial								P	3
Cumberland Law Review 	0360-8298		1976	6					http://heinonline.org/HOL/Index?index=journals/cumlr		cumlr		fulltext		Samford University Cumberland School of Law	serial								P	2
CUNY Law Review 			2011	14					http://heinonline.org/HOL/Index?index=journals/nyclr		nyclr		fulltext		CUNY School of Law at Queens College	serial								P	2
"Curierul Fiscal"	1841-7779		2006						http://heinonline.org/HOL/Index?index=journals/curfisc&collection=journals		curfisc		fulltext		"CH Beck Publishing House"	serial								P	12
"Curierul Judiciar"	1582-7526		2009						http://heinonline.org/HOL/Index?index=journals/curiju&collection=journals		curiju		fulltext		"C.H. Beck Publishing House"	serial								P	12
"Current Comment and Legal Miscellany"			1889			1891			http://heinonline.org/HOL/Index?index=journals/cclmi&collection=journals		cclmi		fulltext			serial								P	
"Current Index to Legal Periodicals"	0898-9451		1936						http://heinonline.org/HOL/Index?index=journals/curintlep&collection=journals		curintlep		fulltext		"University of Washington"	serial								P	52
"Current Issues in Criminal Justice"	1034-5329		1989						http://heinonline.org/HOL/Index?index=journals/cicj&collection=journals		cicj		fulltext		"University of Sydney Law School"	serial								P	3
"Current Legal Thought"			1935			1948			http://heinonline.org/HOL/Index?index=journals/curletho&collection=journals		curletho		fulltext			serial								P	
"Currents: International Trade Law Journal"	1534-388X		1991						http://heinonline.org/HOL/Index?index=journals/curritlj&collection=journals		curritlj		fulltext		"South Texas College of Law"	serial								P	2
"Cybaris: An Intellectual Property Law Review"			2010						http://heinonline.org/HOL/Index?index=journals/cybaris&collection=journals		cybaris		fulltext		"Mitchell Hamline School of Law IP Institute"	serial								P	2
"Dakota Law Review"			1927			1932			http://heinonline.org/HOL/Index?index=journals/daklr&collection=journals		daklr		fulltext			serial								P	
"Dalhousie Journal of Legal Studies"	1188-4258		1992						http://heinonline.org/HOL/Index?index=journals/dalhou&collection=journals		dalhou		fulltext		"Dalhousie University"	serial								P	1
"Dalhousie Law Journal"	0317-1663		1973						http://heinonline.org/HOL/Index?index=journals/dalholwj&collection=journals		dalholwj		fulltext		"Dalhousie University"	serial								P	2
Dartmouth Law Journal 			2006	4					http://heinonline.org/HOL/Index?index=journals/dcujl		dcujl		fulltext		Dartmouth College	serial								P	2
"Dayton Bar Bulletin"			1943			1944			http://heinonline.org/HOL/Index?index=journals/daybabu&collection=journals		daybabu		fulltext			serial								P	
De Jure 	2225-7160		1972	5					http://heinonline.org/HOL/Index?index=journals/dejur		dejur		fulltext		PULP - Pretoria University Law Press	serial								P	2
"Deakin Law Review"	1321-3660		1994						http://heinonline.org/HOL/Index?index=journals/deakin&collection=journals		deakin		fulltext		"Deakin Law School"	serial								P	2
"Death Penalty Reporter"			1980	1	1	1981	1		http://heinonline.org/HOL/Index?index=journals/depenrep&collection=journals		depenrep		fulltext			serial								P	
"Death Row U.S.A. Reporter"			1975						http://heinonline.org/HOL/Index?index=journals/dprep&collection=journals		dprep		fulltext		"NAACP Legal Defense Fund"	serial								P	4
Defense Counsel Journal 	0895-0016		1987	54					http://heinonline.org/HOL/Index?index=journals/defcon		defcon		fulltext		International Association of Defense Council	serial								P	4
"Delaware Journal of Corporate Law"	0364-9490		1976						http://heinonline.org/HOL/Index?index=journals/decor&collection=journals		decor		fulltext		"Widener University School of Law"	serial								P	3
"Delphick Oracle; Set Forth by the Most Learned Scholars in the Most Famous Universities of Europe: for the Advancement of Divine and Human Learning, for the Month of September, 1719"			1719	1	1	1719	1		http://heinonline.org/HOL/Index?index=cow/delphorac&collection=journals		delphorac		fulltext			serial	1719							P	
"Denning Law Journal"	0269-1922		1986						http://heinonline.org/HOL/Index?index=journals/denlj&collection=journals		denlj		fulltext		"University of Buckingham Press"	serial								P	1
