	publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_issue_online	num_first_vol_online	date_last_issue_online	num_last_issue_online	num_last_vol_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	title_availability
913	Indian Given: Racial Geographies across Mexico and the United States	9780822360148.0	9780822374923.0							http://doi.org/10.1215/9780822374923	Saldaña-Portillo, María Josefina			fulltext		Duke University Press	Monograph	2016.0	2015.0						P	Available
914	Birth of an Industry: Blackface Minstrelsy and the Rise of American Animation	9780822358527.0	9780822375784.0							http://doi.org/10.1215/9780822375784	Sammond, Nicholas			fulltext		Duke University Press	Monograph	2015.0	2015.0						P	Available
915	Nature in Translation: Japanese Tourism Encounters the Canadian Rockies	9780822358800.0	9780822375609.0							http://doi.org/10.1215/9780822375609	Satsuka, Shiho			fulltext		Duke University Press	Monograph	2015.0	2015.0						P	Available
916	Religious Affects: Animality, Evolution, and Power	9780822359906.0	9780822374909.0							http://doi.org/10.1215/9780822374909	Schaefer, Donovan			fulltext		Duke University Press	Monograph	2015.0	2015.0						P	Available
917	Cachita's Streets: The Virgin of Charity, Race, and Revolution in Cuba	9780822359371.0	9780822375319.0							http://doi.org/10.1215/9780822375319	Schmidt, Jalane			fulltext		Duke University Press	Monograph	2015.0	2015.0						P	Available
918	Arresting Dress: Cross-Dressing, Law, and Fascination in Nineteenth-Century San Francisco	9780822357582.0	9780822376194.0							http://doi.org/10.1215/9780822376194	Sears, Clare			fulltext		Duke University Press	Monograph	2014.0	2015.0						P	Available
919	Advertising Diversity: Ad Agencies and the Creation of Asian American Consumers	9780822358770.0	9780822375616.0							http://doi.org/10.1215/9780822375616	Shankar, Shalini			fulltext		Duke University Press	Monograph	2015.0	2015.0						P	Available
920	Race Becomes Tomorrow: North Carolina and the Shadow of Civil Rights	9780822360087.0	9780822375043.0							http://doi.org/10.1215/9780822375043	Sider, Gerald			fulltext		Duke University Press	Monograph	2015.0	2015.0						P	Available
921	The Feminism of Uncertainty: A Gender Diary	9780822358749.0	9780822375678.0							http://doi.org/10.1215/9780822375678	Snitow, Ann			fulltext		Duke University Press	Monograph	2015.0	2015.0						P	Available
922	Normal Life: Administrative Violence, Critical Trans Politics, and the Limits of Law	9780822360407.0	9780822374794.0							http://doi.org/10.1215/9780822374794	Spade, Dean			fulltext		Duke University Press	Monograph	2015.0	2015.0						P	Available
923	Writing Culture and the Life of Anthropology	9780822358732.0	9780822375654.0							http://doi.org/10.1215/9780822375654	Starn, Orin			fulltext		Duke University Press	Monograph	2015.0	2015.0						P	Available
924	The Undersea Network	9780822357551.0	9780822376224.0							http://doi.org/10.1215/9780822376224	Starosielski, Nicole			fulltext		Duke University Press	Monograph	2015.0	2015.0						P	Available
925	Reclaiming Travel	9780822358695.0	9780822375593.0							http://doi.org/10.1215/9780822375593	Stavans, Ilan			fulltext		Duke University Press	Monograph	2015.0	2015.0						P	Available
926	Economies of Violence: Transnational Feminism, Postsocialism, and the Politics of Sex Trafficking	9780822359616.0	9780822375289.0							http://doi.org/10.1215/9780822375289	Suchland, Jennifer			fulltext		Duke University Press	Monograph	2015.0	2015.0						P	Available
927	Performance	9780822359975.0	9780822375128.0							http://doi.org/10.1215/9780822375128	Taylor, Diana			fulltext		Duke University Press	Monograph	2016.0	2015.0						P	Available
928	Strip Cultures: Finding America in Las Vegas	9780822359678.0	9780822375234.0							http://doi.org/10.1215/9780822375234	The Project on Vegas			fulltext		Duke University Press	Monograph	2015.0	2015.0						P	Available
929	Shine: The Visual Economy of Light in African Diasporic Aesthetic Practice	9780822358077.0	9780822375982.0							http://doi.org/10.1215/9780822375982	Thompson, Krista			fulltext		Duke University Press	Monograph	2015.0	2015.0						P	Available
930	Global Indios: The Indigenous Struggle for Justice in Sixteenth-Century Spain	9780822358589.0	9780822375692.0							http://doi.org/10.1215/9780822375692	van Deusen, Nancy			fulltext		Duke University Press	Monograph	2015.0	2015.0						P	Available
931	It's Been Beautiful: Soul! and Black Power Television	9780822358374.0	9780822375807.0							http://doi.org/10.1215/9780822375807	Wald, Gayle			fulltext		Duke University Press	Monograph	2015.0	2015.0						P	Available
932	Legions of Boom: Filipino American Mobile DJ Crews in the San Francisco Bay Area	9780822358909.0	9780822375487.0							http://doi.org/10.1215/9780822375487	Wang, Oliver			fulltext		Duke University Press	Monograph	2015.0	2015.0						P	Available
933	The Color of Modernity: São Paulo and the Making of Race and Nation in Brazil	9780822357773.0	9780822376156.0							http://doi.org/10.1215/9780822376156	Weinstein, Barbara			fulltext		Duke University Press	Monograph	2015.0	2015.0						P	Available
934	Women's Cinema, World Cinema: Projecting Contemporary Feminisms	9780822358053.0	9780822376019.0							http://doi.org/10.1215/9780822376019	White, Patricia			fulltext		Duke University Press	Monograph	2015.0	2015.0						P	Available
935	Freedom Time: Negritude, Decolonization, and the Future of the World	9780822358503.0	9780822375791.0							http://doi.org/10.1215/9780822375791	Wilder, Gary			fulltext		Duke University Press	Monograph	2015.0	2015.0						P	Available
936	Incognegro: A Memoir of Exile and Apartheid	9780822359937.0	9780822374985.0							http://doi.org/10.1215/9780822374985	Wilderson, Frank			fulltext		Duke University Press	Monograph	2015.0	2015.0						P	Available
937	The Rio de Janeiro Reader: History, Culture, Politics	9780822360063.0	9780822375067.0							http://doi.org/10.1215/9780822375067	Williams, Daryle			fulltext		Duke University Press	Monograph	2015.0	2015.0						P	Available
938	Gut Feminism	9780822359708.0	9780822375203.0							http://doi.org/10.1215/9780822375203	Wilson, Elizabeth			fulltext		Duke University Press	Monograph	2015.0	2015.0						P	Available
939	After War: The Weight of Life at Walter Reed	9780822360032.0	9780822375098.0							http://doi.org/10.1215/9780822375098	Wool, Zoë			fulltext		Duke University Press	Monograph	2015.0	2015.0						P	Available
940	The Impotence Epidemic: Men's Medicine and Sexual Desire in Contemporary China	9780822358565.0	9780822375746.0							http://doi.org/10.1215/9780822375746	Zhang, Everett			fulltext		Duke University Press	Monograph	2015.0	2015.0						P	Available
941	Metrics: What Counts in Global Health	9780822360971.0	9780822374480.0							http://doi.org/10.1215/9780822374480	Adams, Vincanne			fulltext		Duke University Press	Monograph	2016.0	2016.0						P	Available
942	Bioinsecurities: Disease Interventions, Empire, and the Government of Species	9780822360636.0	9780822374671.0							http://doi.org/10.1215/9780822374671	Ahuja, Neel			fulltext		Duke University Press	Monograph	2016.0	2016.0						P	Available
943	Encoding Race, Encoding Class: Indian IT Workers in Berlin	9780822361350.0	9780822374275.0							http://doi.org/10.1215/9780822374275	Amrute, Sareeta			fulltext		Duke University Press	Monograph	2016.0	2016.0						P	Available
944	Art & Language International: Conceptual Art between Art Worlds	9780822361688.0	9780822374121.0							http://doi.org/10.1215/9780822374121	Bailey, Robert			fulltext		Duke University Press	Monograph	2016.0	2016.0						P	Available
945	Tropical Renditions: Making Musical Scenes in Filipino America	9780822360018.0	9780822375142.0							http://doi.org/10.1215/9780822375142	Balance, Christine			fulltext		Duke University Press	Monograph	2016.0	2016.0						P	Available
946	An Aqueous Territory: Sailor Geographies and New Granada's Transimperial Greater Caribbean World	9780822362401.0	9780822373735.0							http://doi.org/10.1215/9780822373735	Bassi, Ernesto			fulltext		Duke University Press	Monograph	2017.0	2016.0						P	Available
947	Collecting, Ordering, Governing: Anthropology, Museums, and Liberal Government	9780822362685.0	9780822373605.0							http://doi.org/10.1215/9780822373605	Bennett, Tony			fulltext		Duke University Press	Monograph	2017.0	2016.0						P	Available
948	Making Refuge: Somali Bantu Refugees and Lewiston, Maine	9780822360445.0	9780822374725.0							http://doi.org/10.1215/9780822374725	Besteman, Catherine			fulltext		Duke University Press	Monograph	2016.0	2016.0						P	Available
949	Remote Avant-Garde: Aboriginal Art under Occupation	9780822360711.0	9780822374602.0							http://doi.org/10.1215/9780822374602	Biddle, Jennifer			fulltext		Duke University Press	Monograph	2016.0	2016.0						P	Available
950	Tell Me Why My Children Died: Rabies, Indigenous Knowledge, and Communicative Justice	9780822361244.0	9780822374398.0							http://doi.org/10.1215/9780822374398	Briggs, Charles			fulltext		Duke University Press	Monograph	2016.0	2016.0						P	Available
951	Africa in the Indian Imagination: Race and the Politics of Postcolonial Citation	9780822361671.0	9780822374138.0							http://doi.org/10.1215/9780822374138	Burton, Antoinette			fulltext		Duke University Press	Monograph	2016.0	2016.0						P	Available
952	Vulnerability in Resistance	9780822362906.0	9780822373490.0							http://doi.org/10.1215/9780822373490	Butler, Judith			fulltext		Duke University Press	Monograph	2016.0	2016.0						P	Available
953	Revolution and Its Narratives: China's Socialist Literary and Cultural Imaginaries, 19491966	9780822360698.0	9780822374619.0							http://doi.org/10.1215/9780822374619	Cai, Xiang			fulltext		Duke University Press	Monograph	2016.0	2016.0						P	Available
954	What Is a World?: On Postcolonial Literature as World Literature	9780822360926.0	9780822374534.0							http://doi.org/10.1215/9780822374534	Cheah, Pheng			fulltext		Duke University Press	Monograph	2016.0	2016.0						P	Available
955	My Life with Things: The Consumer Diaries	9780822361367.0	9780822374268.0							http://doi.org/10.1215/9780822374268	Chin, Elizabeth			fulltext		Duke University Press	Monograph	2016.0	2016.0						P	Available
956	Tourist Distractions: Traveling and Feeling in Transnational Hallyu Cinema	9780822361305.0	9780822374343.0							http://doi.org/10.1215/9780822374343	Choe, Youngmin			fulltext		Duke University Press	Monograph	2016.0	2016.0						P	Available
957	Decolonizing Dialectics	9780822362432.0	9780822373704.0							http://doi.org/10.1215/9780822373704	Ciccariello-Maher, George			fulltext		Duke University Press	Monograph	2017.0	2016.0						P	Available
958	Nation Within: The History of the American Occupation of Hawai'i	9780822361978.0	9780822373988.0							http://doi.org/10.1215/9780822373988	Coffman, Tom			fulltext		Duke University Press	Monograph	2016.0	2016.0						P	Available
959	Visionary Pragmatism: Radical and Ecological Democracy in Neoliberal Times	9780822360643.0	9780822374664.0							http://doi.org/10.1215/9780822374664	Coles, Romand			fulltext		Duke University Press	Monograph	2016.0	2016.0						P	Available
960	Exiled Home: Salvadoran Transnational Youth in the Aftermath of Violence	9780822361633.0	9780822374176.0							http://doi.org/10.1215/9780822374176	Coutin, Susan			fulltext		Duke University Press	Monograph	2016.0	2016.0						P	Available
961	Gramsci's Common Sense: Inequality and Its Narratives	9780822362395.0	9780822373742.0							http://doi.org/10.1215/9780822373742	Crehan, Kate			fulltext		Duke University Press	Monograph	2016.0	2016.0						P	Available
962	Critical Ethnic Studies: A Reader	9780822361275.0	9780822374367.0							http://doi.org/10.1215/9780822374367	Critical Ethnic Studies Editorial Collective			fulltext		Duke University Press	Monograph	2016.0	2016.0						P	Available
963	Domesticating Organ Transplant: Familial Sacrifice and National Aspiration in Mexico	9780822360674.0	9780822374633.0							http://doi.org/10.1215/9780822374633	Crowley-Matoka, Megan			fulltext		Duke University Press	Monograph	2016.0	2016.0						P	Available
964	Finite Media: Environmental Implications of Digital Technologies	9780822362920.0	9780822373476.0							http://doi.org/10.1215/9780822373476	Cubitt, Sean			fulltext		Duke University Press	Monograph	2016.0	2016.0						P	Available
965	Alien Capital: Asian Racialization and the Logic of Settler Colonial Capitalism	9780822360933.0	9780822374527.0							http://doi.org/10.1215/9780822374527	Day, Iyko			fulltext		Duke University Press	Monograph	2016.0	2016.0						P	Available
966	Terminated for Reasons of Taste: Other Ways to Hear Essential and Inessential Music	9780822362258.0	9780822373896.0							http://doi.org/10.1215/9780822373896	Eddy, Chuck			fulltext		Duke University Press	Monograph	2016.0	2016.0						P	Available
967	We Dream Together: Dominican Independence, Haiti, and the Fight for Caribbean Freedom	9780822362371.0	9780822373766.0							http://doi.org/10.1215/9780822373766	Eller, Anne			fulltext		Duke University Press	Monograph	2016.0	2016.0						P	Available
968	The Colombia Reader: History, Culture, Politics	9780822362289.0	9780822373865.0							http://doi.org/10.1215/9780822373865	Farnsworth-Alvear, Ann			fulltext		Duke University Press	Monograph	2016.0	2016.0						P	Available
969	The Great Woman Singer: Gender and Voice in Puerto Rican Music	9780822362937.0	9780822373469.0							http://doi.org/10.1215/9780822373469	Fiol-Matta, Licia			fulltext		Duke University Press	Monograph	2017.0	2016.0						P	Available
970	The Voice and Its Doubles: Media and Music in Northern Australia	9780822361206.0	9780822374428.0							http://doi.org/10.1215/9780822374428	Fisher, Daniel			fulltext		Duke University Press	Monograph	2016.0	2016.0						P	Available
971	Migration and the Making of Industrial São Paulo	9780822361343.0	9780822374299.0							http://doi.org/10.1215/9780822374299	Fontes, Paulo			fulltext		Duke University Press	Monograph	2016.0	2016.0						P	Available
972	The Black Jacobins Reader	9780822362012.0	9780822373940.0							http://doi.org/10.1215/9780822373940	Forsdick, Charles			fulltext		Duke University Press	Monograph	2017.0	2016.0						P	Available
973	Crossroads of Freedom: Slaves and Freed People in Bahia, Brazil, 1870-1910	9780822360902.0	9780822374558.0							http://doi.org/10.1215/9780822374558	Fraga, Walter			fulltext		Duke University Press	Monograph	2016.0	2016.0						P	Available
974	Biocultural Creatures: Toward a New Theory of the Human	9780822361282.0	9780822374350.0							http://doi.org/10.1215/9780822374350	Frost, Samantha			fulltext		Duke University Press	Monograph	2016.0	2016.0						P	Available
